,Name,Dates,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
204,Jonas Valanciunas,2015-01-19,5,8,0,0,0.0,1,1,1.000,6,7,13,0,1,1,5,2,11,9.6,+1
205,Jonas Valanciunas,2015-01-21,4,8,0,0,0.0,4,4,1.000,4,6,10,0,1,1,1,4,12,11.7,-9
206,Jonas Valanciunas,2015-01-23,3,5,0,0,0.0,5,7,.714,0,3,3,0,2,3,1,4,11,10.3,+1
207,Jonas Valanciunas,2015-01-25,9,15,0,0,0.0,2,2,1.000,3,8,11,0,0,3,0,4,20,18.1,+11
208,Jonas Valanciunas,2015-01-27,1,2,0,0,0.0,4,4,1.000,1,7,8,0,0,1,1,5,6,5.5,+2
209,Jonas Valanciunas,2015-01-28,6,10,0,0,0.0,3,3,1.000,4,5,9,0,1,2,3,3,15,12.9,+11
210,Jonas Valanciunas,2015-01-30,7,7,0,0,0.0,0,0,0.0,3,8,11,0,0,2,0,1,14,17.4,+12
211,Jonas Valanciunas,2015-01-31,3,6,0,0,0.0,0,0,0.0,0,2,2,1,1,3,0,6,6,5.0,-17
212,Jonas Valanciunas,2015-02-02,6,9,0,0,0.0,0,0,0.0,6,7,13,0,0,1,1,2,12,13.3,-9
213,Jonas Valanciunas,2015-02-04,3,5,0,0,0.0,3,5,.600,3,7,10,1,0,2,1,1,9,10.8,-9
214,Jonas Valanciunas,2015-02-06,2,4,0,0,0.0,0,0,0.0,2,4,6,0,0,1,3,2,4,1.5,-1
215,Jonas Valanciunas,2015-02-08,3,7,0,0,0.0,2,2,1.000,3,13,16,0,1,4,1,1,8,12.7,+14
216,Jonas Valanciunas,2015-02-11,3,5,0,0,0.0,0,0,0.0,2,3,5,0,0,0,3,0,6,3.0,-2
217,Jonas Valanciunas,2015-02-20,4,13,0,0,0.0,0,0,0.0,8,5,13,1,0,2,1,3,8,7.5,+15
218,Jonas Valanciunas,2015-02-21,3,5,0,0,0.0,5,5,1.000,2,5,7,0,3,0,1,3,11,12.4,0
219,Jonas Valanciunas,2015-02-23,5,10,0,0,0.0,7,10,.700,5,9,14,1,1,1,1,3,17,17.2,+10
220,Jonas Valanciunas,2015-02-24,5,7,0,0,0.0,0,0,0.0,1,8,9,1,1,0,2,4,10,8.3,-9
221,Jonas Valanciunas,2015-02-27,2,4,0,0,0.0,3,6,.500,4,8,12,0,1,0,3,0,7,7.0,-10
222,Jonas Valanciunas,2015-02-28,6,8,0,0,0.0,4,6,.667,1,7,8,0,1,0,0,6,16,13.4,-6
223,Jonas Valanciunas,2015-03-02,1,2,0,0,0.0,3,4,.750,2,3,5,0,0,1,3,4,5,2.0,+12
224,Jonas Valanciunas,2015-03-04,12,17,0,0,0.0,2,2,1.000,4,7,11,1,0,2,1,3,26,23.7,-2
225,Jonas Valanciunas,2015-03-06,2,3,0,0,0.0,5,5,1.000,2,4,6,0,0,2,0,1,9,11.3,+6
226,Jonas Valanciunas,2015-03-08,4,11,0,0,0.0,2,2,1.000,4,1,5,0,1,1,2,4,10,5.1,-2
227,Jonas Valanciunas,2015-03-10,4,6,0,0,0.0,1,2,.500,3,3,6,0,0,1,2,4,9,6.1,-19
228,Jonas Valanciunas,2015-03-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
229,Jonas Valanciunas,2015-03-15,7,7,0,0,0.0,0,0,0.0,3,6,9,1,0,1,1,2,14,15.4,-16
230,Jonas Valanciunas,2015-03-16,7,10,0,0,0.0,0,1,.000,5,7,12,0,0,2,0,2,14,15.6,+8
231,Jonas Valanciunas,2015-03-18,7,9,0,0,0.0,1,2,.500,4,11,15,1,0,1,2,3,15,15.4,+15
232,Jonas Valanciunas,2015-03-20,0,1,0,0,0.0,5,6,.833,1,5,6,0,1,1,1,3,5,5.6,-12
233,Jonas Valanciunas,2015-03-22,6,12,0,0,0.0,5,5,1.000,1,9,10,2,0,1,2,4,17,12.9,+12
234,Jonas Valanciunas,2015-03-24,5,12,0,0,0.0,2,2,1.000,4,4,8,2,0,3,2,4,12,9.5,-9
235,Jonas Valanciunas,2015-03-25,4,9,0,0,0.0,0,0,0.0,4,8,12,2,2,0,1,3,8,9.7,+3
236,Jonas Valanciunas,2015-03-27,8,12,0,0,0.0,3,4,.750,2,5,7,0,0,1,2,3,19,13.8,+2
237,Jonas Valanciunas,2015-03-30,5,9,0,0,0.0,5,5,1.000,3,6,9,1,1,5,1,5,15,16.8,+6
238,Jonas Valanciunas,2015-04-01,7,9,0,0,0.0,1,2,.500,1,3,4,1,0,1,0,3,15,12.9,-3
239,Jonas Valanciunas,2015-04-03,9,13,0,1,.000,3,5,.600,4,5,9,0,1,1,1,3,21,18.5,-6
240,Jonas Valanciunas,2015-04-04,5,12,0,0,0.0,2,3,.667,2,12,14,2,0,1,1,4,12,9.7,-3
241,Jonas Valanciunas,2015-04-08,1,3,0,0,0.0,0,0,0.0,1,7,8,2,1,2,1,4,2,4.3,+11
242,Jonas Valanciunas,2015-04-10,3,7,0,0,0.0,2,2,1.000,6,7,13,0,0,1,3,2,8,7.5,-3
243,Jonas Valanciunas,2015-04-11,2,2,0,0,0.0,0,2,.000,1,2,3,0,0,0,1,6,4,0.5,+5
244,Jonas Valanciunas,2015-04-14,4,8,0,0,0.0,2,4,.500,2,6,8,0,1,2,4,4,10,5.2,-7
245,Jonas Valanciunas,2015-04-15,9,11,0,0,0.0,0,0,0.0,0,5,5,1,0,0,0,2,18,15.3,+14
246,Jonas Valanciunas,2015-10-28,8,11,0,0,0.0,5,6,.833,1,14,15,0,0,1,2,4,21,18.1,+8
247,Jonas Valanciunas,2015-10-30,2,6,0,0,0.0,2,2,1.000,1,9,10,2,0,0,2,4,6,3.8,+6
248,Jonas Valanciunas,2015-11-01,7,12,0,0,0.0,5,8,.625,4,4,8,0,2,0,2,3,19,15.0,+21
249,Jonas Valanciunas,2015-11-03,6,10,0,0,0.0,4,5,.800,2,6,8,0,0,2,4,3,16,10.4,+16
250,Jonas Valanciunas,2015-11-04,6,9,0,0,0.0,5,5,1.000,5,6,11,1,0,0,1,5,17,16.1,+6
251,Jonas Valanciunas,2015-11-06,3,6,0,0,0.0,2,3,.667,4,9,13,0,0,2,0,3,8,10.3,+10
252,Jonas Valanciunas,2015-11-08,8,12,0,0,0.0,1,2,.500,1,4,5,0,1,0,0,1,17,13.9,-7
253,Jonas Valanciunas,2015-11-10,6,8,0,0,0.0,4,4,1.000,4,6,10,0,0,0,2,1,16,15.0,-1
254,Jonas Valanciunas,2015-11-11,4,8,0,0,0.0,3,4,.750,2,10,12,1,0,1,0,2,11,11.6,+19
255,Jonas Valanciunas,2015-11-13,8,11,0,0,0.0,4,6,.667,6,4,10,0,0,2,4,3,20,16.3,+16
256,Jonas Valanciunas,2015-11-15,2,9,0,0,0.0,0,0,0.0,3,2,5,0,0,0,0,2,4,0.4,-5
257,Jonas Valanciunas,2015-11-17,3,9,0,0,0.0,3,4,.750,5,6,11,0,0,0,3,5,9,3.8,-1
258,Jonas Valanciunas,2015-11-18,5,10,0,0,0.0,1,1,1.000,4,5,9,0,1,2,1,1,11,11.3,-7
259,Jonas Valanciunas,2015-11-20,1,3,0,0,0.0,1,2,.500,0,3,3,2,0,0,1,0,3,2.2,-5
260,Jonas Valanciunas,2015-11-22,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
261,Jonas Valanciunas,2015-11-25,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
262,Jonas Valanciunas,2015-11-28,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
263,Jonas Valanciunas,2015-11-29,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
264,Jonas Valanciunas,2015-12-02,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
265,Jonas Valanciunas,2015-12-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
266,Jonas Valanciunas,2015-12-05,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
267,Jonas Valanciunas,2015-12-07,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
268,Jonas Valanciunas,2015-12-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
269,Jonas Valanciunas,2015-12-11,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
270,Jonas Valanciunas,2015-12-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
271,Jonas Valanciunas,2015-12-14,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
272,Jonas Valanciunas,2015-12-17,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
273,Jonas Valanciunas,2015-12-18,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
274,Jonas Valanciunas,2015-12-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
275,Jonas Valanciunas,2015-12-22,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
276,Jonas Valanciunas,2015-12-26,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
277,Jonas Valanciunas,2015-12-28,4,7,0,0,0.0,1,2,.500,1,3,4,1,0,2,2,2,9,6.2,+5
278,Jonas Valanciunas,2015-12-30,4,7,0,0,0.0,0,0,0.0,5,4,9,1,0,1,0,3,8,9.6,0
279,Jonas Valanciunas,2016-01-01,3,9,0,0,0.0,4,5,.800,7,5,12,2,0,0,1,2,10,10.5,+8
280,Jonas Valanciunas,2016-01-03,3,5,0,0,0.0,2,2,1.000,4,5,9,1,1,3,2,1,8,11.4,+2
281,Jonas Valanciunas,2016-01-04,4,8,0,0,0.0,1,3,.333,5,3,8,1,0,2,1,0,9,9.7,-20
282,Jonas Valanciunas,2016-01-06,8,13,0,0,0.0,6,6,1.000,4,7,11,0,1,2,3,1,22,20.0,+20
283,Jonas Valanciunas,2016-01-08,1,4,0,0,0.0,5,6,.833,0,3,3,3,1,4,6,4,7,3.4,-1
284,Jonas Valanciunas,2016-01-09,7,10,0,0,0.0,3,5,.600,3,6,9,2,1,2,1,3,17,17.5,+16
285,Jonas Valanciunas,2016-01-14,6,11,0,0,0.0,1,3,.333,3,6,9,2,1,3,1,2,13,13.5,-2
286,Jonas Valanciunas,2016-01-18,3,11,0,0,0.0,0,0,0.0,5,7,12,2,1,1,1,3,6,6.0,0
287,Jonas Valanciunas,2016-01-20,9,9,0,0,0.0,1,2,.500,2,10,12,1,1,0,1,1,19,20.6,+20
288,Jonas Valanciunas,2016-01-22,2,7,0,0,0.0,5,6,.833,3,10,13,3,0,3,1,3,9,11.6,+18
289,Jonas Valanciunas,2016-01-24,8,11,0,0,0.0,4,6,.667,1,7,8,0,0,1,1,5,20,15.2,-6
290,Jonas Valanciunas,2016-01-26,5,9,0,0,0.0,3,4,.750,3,9,12,0,0,1,4,4,13,8.2,-2
291,Jonas Valanciunas,2016-01-28,4,16,0,0,0.0,3,3,1.000,8,10,18,0,0,1,0,4,11,9.1,-2
292,Jonas Valanciunas,2016-01-30,2,4,0,0,0.0,4,8,.500,3,6,9,0,0,0,2,3,8,5.1,-10
293,Jonas Valanciunas,2016-02-01,4,8,0,0,0.0,2,4,.500,4,4,8,0,0,1,1,1,10,8.5,-19
294,Jonas Valanciunas,2016-02-02,5,8,0,0,0.0,4,5,.800,3,3,6,0,0,0,0,2,14,12.2,-10
295,Jonas Valanciunas,2016-02-04,5,10,0,0,0.0,4,4,1.000,6,5,11,0,0,2,1,2,14,14.3,0
296,Jonas Valanciunas,2016-02-08,7,9,0,0,0.0,1,2,.500,0,8,8,3,3,1,1,3,15,17.1,+13
297,Jonas Valanciunas,2016-02-10,4,4,0,0,0.0,4,4,1.000,2,5,7,2,1,1,2,3,12,13.6,-10
298,Jonas Valanciunas,2016-02-19,9,14,0,0,0.0,7,8,.875,6,6,12,1,0,1,2,4,25,22.2,+2
299,Jonas Valanciunas,2016-02-21,4,7,0,0,0.0,2,2,1.000,3,9,12,1,1,1,1,2,10,12.1,+1
300,Jonas Valanciunas,2016-02-22,9,14,0,0,0.0,2,2,1.000,1,5,6,0,0,3,2,1,20,15.7,+14
301,Jonas Valanciunas,2016-02-24,6,11,0,0,0.0,2,2,1.000,4,3,7,1,0,0,2,5,14,9.1,-14
302,Jonas Valanciunas,2016-02-26,4,5,0,0,0.0,3,4,.750,4,5,9,0,1,0,2,3,11,10.8,+4
303,Jonas Valanciunas,2016-02-28,5,6,0,0,0.0,1,1,1.000,1,4,5,0,1,0,0,4,11,10.1,-27
304,Jonas Valanciunas,2016-03-02,4,8,0,0,0.0,2,2,1.000,2,6,8,0,0,1,0,3,10,8.7,+6
305,Jonas Valanciunas,2016-03-04,7,8,0,0,0.0,3,6,.500,4,6,10,1,0,1,1,3,17,16.8,+18
306,Jonas Valanciunas,2016-03-06,5,9,0,0,0.0,2,2,1.000,2,8,10,0,0,3,1,3,12,11.4,-6
307,Jonas Valanciunas,2016-03-08,4,8,0,0,0.0,2,2,1.000,1,2,3,2,0,0,0,2,10,7.9,-3
308,Jonas Valanciunas,2016-03-10,3,5,0,0,0.0,4,6,.667,4,6,10,0,0,0,1,3,10,9.3,+1
309,Jonas Valanciunas,2016-03-12,7,11,0,0,0.0,6,6,1.000,2,8,10,1,0,1,1,3,20,18.1,+5
310,Jonas Valanciunas,2016-03-14,3,3,0,0,0.0,2,2,1.000,1,1,2,0,0,1,1,0,8,7.8,-2
311,Jonas Valanciunas,2016-03-15,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
312,Jonas Valanciunas,2016-03-17,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
313,Jonas Valanciunas,2016-03-18,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
314,Jonas Valanciunas,2016-03-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
315,Jonas Valanciunas,2016-03-23,5,10,0,0,0.0,0,1,.000,3,4,7,0,1,2,2,1,10,7.9,0
316,Jonas Valanciunas,2016-03-25,6,15,0,0,0.0,4,6,.667,8,10,18,2,2,1,0,6,16,17.4,-6
317,Jonas Valanciunas,2016-03-26,5,8,0,0,0.0,0,0,0.0,1,8,9,1,0,5,1,1,10,12.3,+27
318,Jonas Valanciunas,2016-03-28,5,13,0,0,0.0,0,0,0.0,3,7,10,0,0,0,0,2,10,6.3,-19
319,Jonas Valanciunas,2016-03-30,9,13,0,0,0.0,1,2,.500,1,8,9,0,1,1,3,6,19,12.5,+11
320,Jonas Valanciunas,2016-04-01,1,5,0,0,0.0,9,10,.900,4,10,14,0,3,7,0,2,11,20.4,+18
321,Jonas Valanciunas,2016-04-02,8,11,0,0,0.0,0,0,0.0,2,4,6,0,0,2,2,2,16,12.7,-8
322,Jonas Valanciunas,2016-04-05,5,8,0,0,0.0,2,3,.667,2,10,12,0,0,3,3,3,12,10.3,+15
323,Jonas Valanciunas,2016-04-07,3,6,0,0,0.0,7,8,.875,3,5,8,0,0,1,0,1,13,13.5,-11
324,Jonas Valanciunas,2016-04-08,5,7,0,0,0.0,0,0,0.0,0,4,4,0,0,1,4,3,10,3.8,+4
325,Jonas Valanciunas,2016-04-10,6,11,0,0,0.0,2,5,.400,2,5,7,2,0,3,1,3,14,11.7,+6
326,Jonas Valanciunas,2016-04-12,8,16,0,0,0.0,1,1,1.000,6,5,11,0,0,1,1,3,17,13.2,+14
327,Jonas Valanciunas,2016-04-13,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
328,Jonas Valanciunas,2016-10-26,10,15,0,0,0.0,12,14,.857,6,5,11,1,0,0,1,4,32,28.5,+22
329,Jonas Valanciunas,2016-10-28,5,15,0,0,0.0,0,0,0.0,6,11,17,0,0,1,3,2,10,5.9,-11
330,Jonas Valanciunas,2016-10-31,6,12,0,0,0.0,0,0,0.0,3,6,9,1,0,1,2,4,12,7.7,+6
331,Jonas Valanciunas,2016-11-02,4,6,0,0,0.0,2,2,1.000,0,7,7,3,0,0,1,5,10,8.6,+1
332,Jonas Valanciunas,2016-11-04,1,2,0,0,0.0,3,4,.750,2,9,11,0,1,2,2,3,5,6.9,+3
333,Jonas Valanciunas,2016-11-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
334,Jonas Valanciunas,2016-11-09,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
335,Jonas Valanciunas,2016-11-11,5,8,0,0,0.0,2,2,1.000,2,6,8,0,2,1,0,2,12,13.5,-8
336,Jonas Valanciunas,2016-11-12,4,8,0,0,0.0,5,6,.833,2,6,8,0,1,1,3,2,13,9.7,+3
337,Jonas Valanciunas,2016-11-15,5,9,0,0,0.0,4,4,1.000,3,6,9,2,0,0,2,1,14,12.6,-4
338,Jonas Valanciunas,2016-11-16,6,6,0,0,0.0,0,0,0.0,3,5,8,0,0,0,1,1,12,12.4,-4
339,Jonas Valanciunas,2016-11-18,6,9,0,0,0.0,3,7,.429,2,7,9,1,0,1,0,4,15,12.8,+4
340,Jonas Valanciunas,2016-11-20,9,18,0,0,0.0,5,6,.833,7,6,13,2,0,2,1,2,23,21.3,-12
341,Jonas Valanciunas,2016-11-21,5,8,0,0,0.0,5,5,1.000,2,6,8,1,0,1,0,4,15,14.4,-3
342,Jonas Valanciunas,2016-11-23,6,10,0,0,0.0,3,4,.750,5,11,16,2,0,1,5,2,15,13.1,+17
343,Jonas Valanciunas,2016-11-25,6,11,0,0,0.0,0,0,0.0,3,4,7,0,0,0,1,3,12,7.8,+5
344,Jonas Valanciunas,2016-11-28,6,12,0,0,0.0,0,0,0.0,3,8,11,0,1,2,1,1,12,11.5,+15
345,Jonas Valanciunas,2016-11-30,3,6,0,0,0.0,0,0,0.0,1,3,4,0,1,1,4,2,6,1.5,-4
346,Jonas Valanciunas,2016-12-02,2,4,0,0,0.0,2,2,1.000,1,6,7,1,0,1,0,3,6,6.7,+13
347,Jonas Valanciunas,2016-12-03,1,4,0,0,0.0,0,0,0.0,3,2,5,1,2,0,3,2,2,1.2,+13
348,Jonas Valanciunas,2016-12-05,1,8,0,0,0.0,2,2,1.000,3,7,10,1,0,0,0,1,4,3.3,-16
349,Jonas Valanciunas,2016-12-08,9,15,0,0,0.0,2,2,1.000,6,4,10,1,0,1,1,5,20,16.9,+5
350,Jonas Valanciunas,2016-12-09,3,7,0,0,0.0,0,0,0.0,2,8,10,0,0,0,2,2,6,3.3,-2
351,Jonas Valanciunas,2016-12-12,4,9,0,0,0.0,3,4,.750,4,8,12,1,0,0,1,3,11,9.6,0
352,Jonas Valanciunas,2016-12-14,6,11,0,0,0.0,5,5,1.000,4,6,10,1,2,1,3,4,17,15.1,+2
353,Jonas Valanciunas,2016-12-16,5,5,0,0,0.0,1,2,.500,1,5,6,2,2,0,3,4,11,10.1,+3
354,Jonas Valanciunas,2016-12-18,8,15,0,0,0.0,0,0,0.0,6,7,13,0,0,1,0,1,16,15.3,+13
355,Jonas Valanciunas,2016-12-20,3,8,0,0,0.0,4,4,1.000,3,11,14,0,0,1,0,1,10,11.3,+17
356,Jonas Valanciunas,2016-12-23,5,5,0,0,0.0,4,6,.667,0,7,7,0,1,1,0,4,14,13.9,+8
357,Jonas Valanciunas,2016-12-26,5,13,0,0,0.0,2,2,1.000,3,10,13,1,1,1,0,2,12,11.6,-1
358,Jonas Valanciunas,2016-12-28,2,5,0,0,0.0,3,3,1.000,2,3,5,0,0,1,0,3,7,6.1,-13
359,Jonas Valanciunas,2016-12-29,2,4,0,0,0.0,4,4,1.000,3,7,10,0,1,0,3,3,8,7.0,-9
360,Jonas Valanciunas,2017-01-01,6,7,0,0,0.0,2,2,1.000,1,8,9,0,2,0,3,3,14,12.4,+1
361,Jonas Valanciunas,2017-01-03,1,5,0,0,0.0,0,0,0.0,1,5,6,0,0,0,1,2,2,-0.7,-20
362,Jonas Valanciunas,2017-01-05,7,11,0,0,0.0,4,4,1.000,8,5,13,0,0,0,0,3,18,19.0,+7
363,Jonas Valanciunas,2017-01-07,7,11,0,0,0.0,0,0,0.0,1,6,7,0,0,2,1,5,14,10.0,0
364,Jonas Valanciunas,2017-01-08,4,4,0,0,0.0,0,0,0.0,0,5,5,0,0,1,1,3,8,6.8,-3
365,Jonas Valanciunas,2017-01-10,6,18,0,0,0.0,6,6,1.000,11,12,23,0,0,2,3,4,18,15.9,+17
366,Jonas Valanciunas,2017-01-13,4,9,0,0,0.0,6,6,1.000,3,7,10,1,1,1,0,2,14,15.1,+5
367,Jonas Valanciunas,2017-01-15,6,11,0,0,0.0,0,0,0.0,5,11,16,1,0,0,2,3,12,11.0,+20
368,Jonas Valanciunas,2017-01-17,3,7,0,0,0.0,1,2,.500,1,9,10,0,1,0,2,3,7,4.1,+1
369,Jonas Valanciunas,2017-01-18,5,11,0,0,0.0,0,0,0.0,5,10,15,1,0,0,0,3,10,10.3,+1
370,Jonas Valanciunas,2017-01-20,5,8,0,0,0.0,1,1,1.000,3,3,6,1,1,1,2,3,11,9.6,-10
371,Jonas Valanciunas,2017-01-22,6,10,0,0,0.0,4,5,.800,4,8,12,2,1,3,1,3,16,18.5,-1
372,Jonas Valanciunas,2017-01-24,2,7,0,0,0.0,5,6,.833,3,10,13,2,1,2,4,5,9,7.4,-2
373,Jonas Valanciunas,2017-01-25,2,3,0,0,0.0,2,2,1.000,2,10,12,1,0,1,3,5,6,5.5,+3
374,Jonas Valanciunas,2017-01-27,4,10,0,0,0.0,0,0,0.0,1,10,11,1,1,2,2,1,8,7.0,+19
375,Jonas Valanciunas,2017-01-29,4,6,0,0,0.0,4,5,.800,1,8,9,3,0,0,1,2,12,12.4,+2
376,Jonas Valanciunas,2017-01-31,9,17,0,0,0.0,2,2,1.000,5,7,12,0,0,0,0,5,20,15.3,+2
377,Jonas Valanciunas,2017-02-01,1,1,0,0,0.0,1,2,.500,0,3,3,1,0,1,2,4,3,1.0,-10
378,Jonas Valanciunas,2017-02-03,7,17,0,0,0.0,4,6,.667,2,9,11,1,1,1,0,1,18,14.2,-8
379,Jonas Valanciunas,2017-02-05,9,17,0,0,0.0,4,4,1.000,0,5,5,0,1,0,2,4,22,12.6,+13
380,Jonas Valanciunas,2017-02-06,9,13,0,0,0.0,3,4,.750,3,9,12,2,0,1,1,1,21,20.6,+2
381,Jonas Valanciunas,2017-02-08,7,7,0,0,0.0,2,2,1.000,1,4,5,1,0,0,0,2,16,15.7,+4
382,Jonas Valanciunas,2017-02-12,7,14,0,0,0.0,3,4,.750,2,7,9,0,0,0,1,3,17,10.9,+10
383,Jonas Valanciunas,2017-02-14,6,11,0,0,0.0,0,0,0.0,5,4,9,0,0,0,1,2,12,9.6,-14
384,Jonas Valanciunas,2017-02-15,4,6,0,0,0.0,2,2,1.000,1,9,10,1,1,0,2,1,10,10.1,-5
385,Jonas Valanciunas,2017-02-24,3,4,0,0,0.0,1,3,.333,3,3,6,0,0,1,0,1,7,7.9,+5
386,Jonas Valanciunas,2017-02-26,7,8,0,0,0.0,1,2,.500,2,5,7,1,0,0,1,2,15,13.6,+6
387,Jonas Valanciunas,2017-02-27,4,4,0,0,0.0,2,2,1.000,1,4,5,0,1,1,3,4,10,7.8,-7
388,Jonas Valanciunas,2017-03-01,3,12,0,0,0.0,1,1,1.000,7,4,11,1,0,0,1,2,7,4.8,-15
389,Jonas Valanciunas,2017-03-03,1,2,0,0,0.0,0,0,0.0,1,2,3,0,0,1,2,3,2,-0.2,-19
390,Jonas Valanciunas,2017-03-04,5,5,0,0,0.0,3,4,.750,0,7,7,1,0,0,2,3,13,10.7,+5
391,Jonas Valanciunas,2017-03-08,9,13,0,0,0.0,7,11,.636,3,9,12,2,0,1,2,4,25,21.2,+7
392,Jonas Valanciunas,2017-03-10,5,12,0,0,0.0,1,1,1.000,4,8,12,1,2,2,1,4,11,11.3,0
393,Jonas Valanciunas,2017-03-11,5,6,0,0,0.0,0,0,0.0,4,6,10,0,0,0,1,2,10,10.6,-18
394,Jonas Valanciunas,2017-03-13,5,11,0,0,0.0,4,5,.800,3,9,12,2,0,1,1,1,14,13.4,+1
395,Jonas Valanciunas,2017-03-16,3,7,0,0,0.0,1,1,1.000,2,3,5,0,0,2,1,3,7,4.8,-12
396,Jonas Valanciunas,2017-03-17,5,7,0,0,0.0,0,0,0.0,2,6,8,0,1,1,1,2,10,10.2,+6
397,Jonas Valanciunas,2017-03-19,4,8,0,0,0.0,3,4,.750,6,7,13,0,0,1,0,3,11,12.4,+9
398,Jonas Valanciunas,2017-03-21,4,6,0,0,0.0,0,0,0.0,1,4,5,0,0,0,2,3,8,4.1,-7
399,Jonas Valanciunas,2017-03-23,0,2,0,0,0.0,2,4,.500,0,8,8,0,0,2,3,5,2,-1.4,-8
400,Jonas Valanciunas,2017-03-25,4,9,0,0,0.0,1,1,1.000,3,3,6,1,1,0,0,2,9,8.2,-2
401,Jonas Valanciunas,2017-03-27,7,9,0,0,0.0,3,4,.750,1,8,9,0,0,1,0,2,17,16.1,+21
402,Jonas Valanciunas,2017-03-29,5,6,0,0,0.0,4,4,1.000,4,11,15,0,1,3,0,2,14,20.2,+10
403,Jonas Valanciunas,2017-03-31,5,9,0,0,0.0,6,9,.667,4,13,17,1,1,2,2,2,16,17.5,+13
404,Jonas Valanciunas,2017-04-02,7,9,0,0,0.0,0,0,0.0,3,5,8,1,2,1,1,1,14,16.1,+12
405,Jonas Valanciunas,2017-04-04,4,6,0,0,0.0,2,2,1.000,1,9,10,2,0,1,1,3,10,10.7,-3
